Time,BC-US Actual,BC-AB Actual
2020-03-06 04:45:00,1230.49072265625,112.58007049560547
2020-03-06 04:50:00,1305.636962890625,72.28006744384766
2020-03-06 04:55:00,1356.593017578125,117.52003479003906
2020-03-06 05:00:00,1415.42919921875,170.66015625
2020-03-06 05:05:00,1421.0159912109375,241.28176879882812
2020-03-06 05:10:00,1478.2852783203125,195.54078674316406
2020-03-06 05:15:00,1431.75048828125,223.94113159179688
2020-03-06 05:20:00,1355.5640869140625,230.92105102539062
2020-03-06 05:25:00,1379.034423828125,217.46205139160156
2020-03-06 05:30:00,1353.799560546875,212.3416290283203
2020-03-06 05:35:00,1374.8863525390625,181.66033935546875
2020-03-06 05:40:00,1375.82080078125,189.12071228027344
2020-03-06 05:45:00,1342.897705078125,166.34027099609375
2020-03-06 05:50:00,1358.010986328125,136.84027099609375
2020-03-06 05:55:00,1286.8995361328125,208.44078063964844
2020-03-06 06:00:00,1413.076416015625,233.28211975097656
2020-03-06 06:05:00,1503.8599853515625,202.52139282226562
2020-03-06 06:10:00,1517.2698974609375,169.30133056640625
2020-03-06 06:15:00,1512.7061767578125,129.461181640625
2020-03-06 06:20:00,1443.62841796875,174.2215576171875
2020-03-06 06:25:00,1482.0123291015625,163.90098571777344
2020-03-06 06:30:00,1442.42041015625,145.32070922851562
2020-03-06 06:35:00,1284.8687744140625,183.10098266601562
2020-03-06 06:40:00,1205.601318359375,170.2610321044922
2020-03-06 06:45:00,1132.812255859375,198.74095153808594
2020-03-06 06:50:00,1067.462890625,210.64163208007812
2020-03-06 06:55:00,989.388916015625,243.98245239257812
2020-03-06 07:00:00,882.5126953125,301.7232971191406
2020-03-06 07:05:00,877.2713012695312,231.0018310546875
2020-03-06 07:10:00,889.56689453125,129.88040161132812
2020-03-06 07:15:00,1029.22802734375,136.7611846923828
2020-03-06 07:20:00,1025.8431396484375,113.50064086914062
2020-03-06 07:25:00,936.6442260742188,200.3018341064453
2020-03-06 07:30:00,817.6057739257812,211.82106018066406
2020-03-06 07:35:00,736.2691650390625,255.62139892578125
2020-03-06 07:40:00,728.2365112304688,235.9817657470703
2020-03-06 07:45:00,581.976806640625,257.4021911621094
2020-03-06 07:50:00,675.5431518554688,207.0208740234375
2020-03-06 07:55:00,606.1394653320312,207.82139587402344
2020-03-06 08:00:00,656.9200439453125,218.46136474609375
2020-03-06 08:05:00,592.4673461914062,206.82106018066406
2020-03-06 08:10:00,509.58526611328125,213.38125610351562
2020-03-06 08:15:00,476.38818359375,235.8208770751953
2020-03-06 08:20:00,495.5079650878906,226.48143005371094
