Date,BC-US net actual flow,BC-AB net actual flow
2020-03-24 10:40:00,96.93689727783203,167.90081787109375
2020-03-24 10:45:00,67.61382293701172,184.4220733642578
2020-03-24 10:50:00,-54.21401596069336,195.68211364746094
2020-03-24 10:55:00,-46.90412521362305,172.54164123535156
2020-03-24 11:00:00,-103.67335510253906,203.90219116210938
2020-03-24 11:05:00,-50.62390899658203,205.14198303222656
2020-03-24 11:10:00,-86.44698333740234,216.98211669921875
2020-03-24 11:15:00,-63.228668212890625,184.12173461914062
2020-03-24 11:20:00,-21.087642669677734,190.74249267578125
2020-03-24 11:25:00,30.852283477783203,154.36170959472656
2020-03-24 11:30:00,46.45375061035156,166.08160400390625
2020-03-24 11:35:00,98.85740661621094,142.48057556152344
2020-03-24 11:40:00,38.665470123291016,159.18109130859375
2020-03-24 11:45:00,2.9585113525390625,175.32208251953125
2020-03-24 11:50:00,86.4867172241211,192.78160095214844
2020-03-24 11:55:00,105.94422912597656,165.1210479736328
2020-03-24 12:00:00,27.080121994018555,226.06256103515625
2020-03-24 12:05:00,0.24349188804626465,256.72344970703125
2020-03-24 12:10:00,86.87828826904297,324.6644592285156
2020-03-24 12:15:00,95.13542938232422,317.2841796875
2020-03-24 12:20:00,85.83360290527344,324.0433349609375
2020-03-24 12:25:00,145.16510009765625,310.0641174316406
2020-03-24 12:30:00,89.87133026123047,333.7447204589844
2020-03-24 12:35:00,69.92371368408203,356.94488525390625
2020-03-24 12:40:00,89.03359985351562,341.52447509765625
2020-03-24 12:45:00,85.9958724975586,332.4445495605469
2020-03-24 12:50:00,11.01345443725586,349.5846862792969
2020-03-24 12:55:00,-89.48544311523438,342.0843505859375
2020-03-24 13:00:00,147.2017364501953,359.76446533203125
2020-03-24 13:05:00,234.14166259765625,317.7646179199219
2020-03-24 13:10:00,242.69256591796875,319.2246398925781
2020-03-24 13:15:00,190.79220581054688,356.16497802734375
2020-03-24 13:20:00,114.19660949707031,338.2049255371094
2020-03-24 13:25:00,54.90869140625,327.6841735839844
2020-03-24 13:30:00,48.48085403442383,346.1846923828125
2020-03-24 13:35:00,16.534698486328125,355.3435363769531
2020-03-24 13:40:00,-2.75064754486084,357.6841735839844
2020-03-24 13:45:00,-62.35906982421875,401.96478271484375
